Number,NumberInFile,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Ch,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,ImageNumber,Concentration,Channel
2052,119,2447,4609.013,1051.429,1424,8944,1254.23,663.823,1254.125,662.902,224.468,1222,620,57,77,74.991,41.547,46.932,0.61,90.427,11278256,4560,0.333,2.059,100,11278256,3,1230,696,57.189,52.09,1.805,0.554,0.853,2649,0.003,a
2053,120,1665,4613.929,1596.006,1504,13264,1204.841,656.356,1204.86,654.686,169.29,1168,633,62,48,55.417,38.254,179.313,0.73,62.073,7682192,4080,1.849,4.166,100,7682192,3,1168,654,2.77,44.944,1.449,0.69,0.907,2649,0.003,a
2054,121,3071,3829.241,983.233,1232,7520,523.211,685.878,524.89,684.74,253.903,469,647,94,71,97.777,39.99,33.509,0.599,99.403,11759600,3888,-0.472,0.705,100,11759600,3,470,702,23.728,44.554,2.445,0.409,0.816,2649,0.003,a
2055,122,3408,3854.413,789.684,1328,7968,1059.306,685.214,1058.173,685.262,254.258,1007,658,98,62,89.983,48.222,169.694,0.662,100.663,13135840,3760,0.725,2.92,100,13135840,3,1007,662,166.792,58.643,1.866,0.536,0.896,2649,0.003,a
2056,123,3844,3918.939,1084.439,1728,9440,1012.561,705.686,1012.188,704.488,287.666,971,659,88,87,97.538,50.179,127.988,0.584,109.713,15064400,3728,1.565,3.422,100,15064400,3,972,659,132.414,67.206,1.944,0.514,0.796,2649,0.003,a
2057,124,3343,3949.43,639.272,1328,8096,965.63,718.988,966.356,718.505,230.2,935,669,57,88,79.497,53.542,80.261,0.793,90.708,13202944,3856,0.376,4.573,100,13202944,3,949,757,75.964,56.851,1.485,0.674,0.97,2649,0.003,a
2058,125,4449,3914.113,933.755,1072,8224,555.294,717.038,556.827,718.158,285.039,492,675,113,80,98.888,57.283,27.494,0.688,114.935,17413888,3840,0.527,2.033,100,17413888,3,492,724,10.528,60.733,1.726,0.579,0.891,2649,0.003,a
2059,126,4289,3808.776,1306.471,1136,10688,1092.593,728.043,1093.767,724.12,284.551,1047,680,88,97,105.326,51.848,50.577,0.666,108.227,16335840,3536,1.489,2.616,100,16335840,3,1078,777,63.672,58.228,2.031,0.492,0.879,2649,0.003,a
2060,127,4874,4049.582,1027.725,1104,8384,455.632,740.146,455.449,739.976,304.63,425,686,62,120,118.005,52.589,98.891,0.66,123.454,19737664,4016,0.05,1.302,100,19737664,3,437,686,103.586,60.916,2.244,0.446,0.908,2649,0.003,a
2061,128,2192,4305.314,1235.397,1440,8848,17.455,731.574,18.273,733.203,191.205,0,692,42,77,73.524,37.959,97.573,0.753,78.262,9437248,4160,0.67,1.058,100,9437248,3,10,692,100.305,42.0,1.937,0.516,0.946,2649,0.003,a
2062,129,7759,3482.63,1179.505,1072,7904,893.718,749.902,893.498,750.196,341.374,847,692,101,112,106.908,92.407,84.799,0.837,113.952,27021728,3056,0.928,0.311,100,27021728,3,879,692,100.62,98.027,1.157,0.864,0.941,2649,0.003,a
2063,130,2770,9234.033,4276.729,1376,28320,608.397,743.065,610.719,747.272,207.046,575,703,57,78,69.748,50.566,96.514,0.812,78.313,25578272,8272,1.085,1.586,100,25578272,3,606,703,95.128,56.459,1.379,0.725,0.961,2649,0.003,a
2064,131,1085,3053.67,1032.687,944,9184,1266.18,743.626,1265.052,745.134,156.627,1243,709,36,60,57.751,23.921,65.726,0.556,63.159,3313232,2976,1.911,8.276,100,3313232,3,1253,767,66.682,31.895,2.414,0.414,0.836,2649,0.003,a
2065,132,4308,3548.375,855.133,1072,6256,382.942,742.128,381.6,741.705,295.065,319,710,111,64,107.669,50.944,177.857,0.622,112.147,15286400,3568,-0.534,0.7,100,15286400,3,319,736,8.202,62.16,2.113,0.473,0.879,2649,0.003,a
2066,133,2719,3818.551,1127.647,1008,6608,826.48,752.134,828.219,753.256,232.552,785,713,68,77,60.869,56.876,39.354,0.632,78.447,10382640,4272,-1.014,0.017,100,10382640,3,832,713,101.023,66.917,1.07,0.934,0.833,2649,0.003,a
2067,134,2098,5814.673,2029.257,1312,17008,652.465,744.54,650.561,746.414,181.136,631,718,52,57,60.59,44.088,62.75,0.804,67.476,12199184,5472,1.413,4.673,100,12199184,3,631,772,39.588,47.009,1.374,0.728,0.967,2649,0.003,a
2068,135,4130,3501.404,872.219,944,7776,212.897,764.216,213.175,764.083,282.18,164,722,85,72,81.393,64.606,33.558,0.652,99.247,14460800,3408,0.407,2.118,100,14460800,3,164,788,40.914,71.072,1.26,0.794,0.883,2649,0.003,a
2069,136,3654,3873.782,972.507,1088,7552,510.569,767.127,510.755,766.907,247.018,477,723,74,83,70.514,65.978,165.961,0.753,84.929,14154800,3824,0.341,1.147,100,14154800,3,488,723,102.236,66.724,1.069,0.936,0.917,2649,0.003,a
2070,137,4588,4858.424,1164.405,1088,8480,700.324,769.727,698.972,769.053,260.689,658,730,87,79,85.454,68.36,32.42,0.848,94.868,22290448,4896,-0.775,1.292,100,22290448,3,666,800,34.695,69.536,1.25,0.8,0.958,2649,0.003,a
2071,138,2762,4579.794,896.291,1360,7696,58.897,768.802,57.784,769.325,209.589,24,733,70,66,65.915,53.352,140.063,0.79,72.622,12649392,4624,-1.267,2.789,100,12649392,3,43,733,128.29,50.88,1.235,0.809,0.921,2649,0.003,a
2072,139,3389,3335.101,624.759,1136,5056,274.964,782.657,274.539,782.01,258.838,242,734,71,96,98.987,43.592,123.022,0.636,111.14,11302656,3360,-0.977,1.57,100,11302656,3,244,734,120.256,49.261,2.271,0.44,0.922,2649,0.003,a
2073,140,3242,3737.648,861.0,2176,8032,1018.429,778.613,1018.667,776.405,247.486,991,740,54,91,92.518,44.617,91.656,0.665,92.195,12117456,3584,1.077,1.621,100,12117456,3,1025,831,77.471,52.912,2.074,0.482,0.929,2649,0.003,a
2074,141,2105,4190.898,812.573,1952,7552,1052.944,785.719,1053.013,786.618,209.181,1031,741,47,87,69.531,38.546,80.36,0.605,88.284,8821840,4048,0.947,0.957,100,8821840,3,1031,828,80.218,40.596,1.804,0.554,0.953,2649,0.003,a
2075,142,3455,4715.54,1135.565,1280,9472,580.846,788.668,582.25,788.534,243.01,550,743,61,94,91.096,48.29,113.208,0.735,97.529,16292192,4528,1.03,2.884,100,16292192,3,573,743,105.461,52.763,1.886,0.53,0.933,2649,0.003,a
2076,143,6312,2933.503,667.677,1696,6208,959.206,799.324,958.529,797.706,325.429,896,748,114,95,100.638,79.857,30.295,0.749,115.741,18516272,2736,1.202,1.218,100,18516272,3,896,805,170.049,81.007,1.26,0.794,0.929,2649,0.003,a
2077,144,3931,3375.878,777.5,1056,7088,1115.639,792.867,1114.74,792.445,243.897,1076,750,74,78,77.862,64.282,121.04,0.83,85.703,13270576,3248,0.667,1.35,100,13270576,3,1079,778,145.939,67.075,1.211,0.826,0.964,2649,0.003,a
2078,145,4491,3981.991,1062.117,1008,9472,1180.692,795.058,1180.06,794.765,278.663,1138,757,89,80,80.235,71.267,30.61,0.727,92.72,17883120,4112,-0.416,1.856,100,17883120,3,1138,765,163.715,75.033,1.126,0.888,0.872,2649,0.003,a
2079,146,514,3930.241,1504.121,992,8112,1271.619,777.792,1272.576,779.807,95.764,1260,759,19,37,37.461,17.47,91.144,0.704,37.855,2020144,3680,0.239,-0.316,100,2020144,3,1271,796,77.8,19.0,2.144,0.466,0.933,2649,0.003,a
2080,147,5126,3553.698,998.136,1040,7808,355.113,829.795,355.402,831.027,326.998,326,760,62,134,125.201,52.129,80.734,0.602,135.329,18216256,3440,0.394,0.724,100,18216256,3,333,893,79.354,58.894,2.402,0.416,0.879,2649,0.003,a
2081,148,1323,3108.027,459.813,1552,5184,11.415,796.789,11.384,796.172,158.31,0,766,26,67,67.251,25.048,81.187,0.663,68.25,4111920,3120,-0.249,1.833,100,4111920,3,2,833,79.019,26.0,2.685,0.372,0.985,2649,0.003,a
2082,149,7422,3407.118,1003.504,1008,8288,743.497,825.548,742.208,826.093,335.137,696,771,95,111,121.05,78.067,56.594,0.83,127.311,25287632,3360,0.502,0.046,100,25287632,3,703,871,46.273,85.56,1.551,0.645,0.942,2649,0.003,a
2083,150,2406,4896.419,855.691,1712,9952,632.004,799.828,631.089,799.793,194.631,603,773,62,59,70.446,43.486,39.665,0.798,77.104,11780784,4816,0.24,2.881,100,11780784,3,604,832,46.577,44.397,1.62,0.617,0.981,2649,0.003,a
2084,151,3727,4160.468,930.473,1168,6944,812.307,812.496,812.516,813.655,238.45,785,775,64,84,84.204,56.356,67.943,0.824,85.907,15506064,4160,-0.262,0.757,100,15506064,3,803,859,77.905,60.956,1.494,0.669,0.977,2649,0.003,a
2085,152,4499,3411.791,783.55,1520,6512,44.316,836.558,43.842,837.738,281.423,6,777,75,105,97.87,58.53,105.708,0.714,111.414,15349648,3264,0.725,0.34,100,15349648,3,27,777,118.405,63.669,1.672,0.598,0.908,2649,0.003,a
2086,153,3595,4613.577,1221.873,1264,10176,552.884,823.306,555.927,824.598,290.429,503,786,110,71,103.2,44.354,148.761,0.536,116.078,16585808,4464,0.723,1.135,100,16585808,3,506,807,157.19,49.813,2.327,0.43,0.796,2649,0.003,a
2087,154,4467,3093.308,633.799,1104,5920,101.26,840.165,101.335,838.978,274.52,59,790,86,92,97.16,58.538,124.854,0.745,104.403,13817808,2992,0.581,1.764,100,13817808,3,59,800,143.569,63.51,1.66,0.602,0.928,2649,0.003,a
2088,155,5023,3059.294,574.371,1056,6736,229.081,822.401,231.064,822.39,344.276,175,793,125,70,110.508,57.873,172.425,0.533,134.332,15366832,3024,0.131,3.223,100,15366832,3,175,794,156.297,70.0,1.909,0.524,0.783,2649,0.003,a
2089,156,3423,3543.713,1047.422,1200,7824,1068.271,835.492,1065.508,834.964,229.193,1028,793,76,74,72.849,59.826,22.264,0.819,78.16,12130128,3344,0.882,0.367,100,12130128,3,1029,849,16.348,62.92,1.218,0.821,0.939,2649,0.003,a
2090,157,5410,3534.418,828.066,1056,6480,895.86,846.332,897.236,845.057,330.089,850,794,88,107,116.374,59.19,126.545,0.624,134.317,19121200,3536,-0.109,1.184,100,19121200,3,851,797,129.259,73.847,1.966,0.509,0.872,2649,0.003,a
2091,158,3359,4046.557,851.455,1344,7696,657.846,832.153,658.545,832.226,241.119,610,801,88,58,93.384,45.798,18.788,0.726,94.366,13592384,3936,0.487,1.967,100,13592384,3,614,857,27.108,51.292,2.039,0.49,0.931,2649,0.003,a
2092,159,2050,5495.212,1456.846,1248,10816,413.831,827.428,412.73,828.77,176.397,385,803,58,45,60.434,43.19,175.68,0.828,63.071,11265184,5488,-0.439,1.54,100,11265184,3,385,844,25.346,43.322,1.399,0.715,0.962,2649,0.003,a
2093,160,4044,3922.081,1276.976,1152,10080,476.553,850.231,473.996,850.201,276.742,441,806,81,88,94.45,54.515,131.702,0.664,111.826,15860896,3696,1.325,2.73,100,15860896,3,453,806,128.1,64.868,1.733,0.577,0.899,2649,0.003,a
2094,161,3857,4195.256,856.997,1232,7120,839.929,864.377,839.053,866.821,251.923,804,813,62,99,88.309,55.61,80.721,0.764,100.449,16181104,4160,-0.44,1.466,100,16181104,3,828,912,80.256,62.0,1.588,0.63,0.944,2649,0.003,a
2095,162,2547,4122.032,836.687,1808,7344,527.211,856.923,527.453,858.158,215.132,497,817,65,80,75.154,43.15,118.554,0.692,84.433,10498816,3888,0.982,0.57,100,10498816,3,502,817,108.65,51.437,1.742,0.574,0.972,2649,0.003,a
2096,163,4888,3155.565,709.253,1408,7808,976.251,862.88,975.02,863.692,283.969,935,826,93,80,102.385,60.786,32.338,0.762,113.406,15424400,3040,0.951,1.46,100,15424400,3,937,901,37.476,69.296,1.684,0.594,0.968,2649,0.003,a
2097,164,4449,2792.34,606.337,960,5136,1137.843,866.001,1137.918,866.316,265.385,1099,827,74,91,93.456,60.613,119.129,0.794,101.119,12423120,2832,-0.25,0.096,100,12423120,3,1105,828,118.339,66.21,1.542,0.649,0.946,2649,0.003,a
2098,165,453,2721.272,523.513,1344,3808,6.641,853.001,6.299,853.389,89.965,0,834,16,38,36.252,15.91,89.403,0.703,38.328,1232736,2896,-0.859,-0.105,100,1232736,3,0,872,82.504,16.0,2.279,0.439,0.997,2649,0.003,a
2099,166,3971,4337.293,1056.583,1232,10864,397.114,875.946,397.757,874.815,262.107,347,845,98,71,96.585,52.348,28.883,0.726,103.788,17223392,4208,0.833,3.283,100,17223392,3,347,894,25.084,58.243,1.845,0.542,0.925,2649,0.003,a
2100,167,4213,3302.498,587.22,1088,5344,661.955,879.692,661.424,879.904,266.84,608,848,94,68,86.937,61.701,169.928,0.744,94.202,13913424,3264,-0.106,1.26,100,13913424,3,613,859,142.765,67.629,1.409,0.71,0.933,2649,0.003,a
2101,168,2318,3084.521,567.833,2096,5984,1025.688,879.222,1025.867,880.008,221.363,976,848,90,53,74.465,39.634,23.475,0.594,95.859,7149920,2960,1.279,2.3,100,7149920,3,976,901,20.136,44.297,1.879,0.532,0.926,2649,0.003,a
2102,169,3365,4673.802,1047.892,1680,9008,574.447,883.364,574.131,883.284,237.759,529,849,84,66,86.66,49.44,39.276,0.748,95.383,15727344,4592,0.619,0.96,100,15727344,3,529,898,29.521,54.913,1.753,0.571,0.94,2649,0.003,a
2103,170,5898,3311.859,957.378,1936,7424,783.701,900.89,784.991,903.588,297.441,733,850,94,99,98.86,75.962,115.334,0.838,102.616,19533344,2896,1.332,1.444,100,19533344,3,782,850,105.255,73.683,1.301,0.768,0.945,2649,0.003,a
2104,171,2788,2874.875,431.705,1408,4400,13.028,918.693,13.016,920.483,283.689,0,858,33,132,116.939,30.356,85.134,0.435,132.74,8015152,2864,-0.037,-0.189,100,8015152,3,2,990,83.946,33.0,3.852,0.26,0.947,2649,0.003,a
2105,172,3587,3051.093,778.294,1008,7120,42.7,941.547,42.651,935.364,318.771,16,865,52,132,117.715,38.798,95.349,0.444,135.591,10944272,2976,1.004,2.645,100,10944272,3,20,865,103.216,49.602,3.034,0.33,0.763,2649,0.003,a
2106,173,4368,3130.674,767.627,992,6672,1082.627,901.187,1083.459,899.678,254.489,1041,861,85,84,81.665,68.102,28.335,0.848,89.538,13674784,2976,1.155,2.667,100,13674784,3,1061,945,69.744,68.312,1.199,0.834,0.954,2649,0.003,a
2107,174,5110,4211.879,1088.536,2368,10704,474.405,932.111,475.541,931.786,358.05,440,870,83,131,123.036,52.881,82.488,0.501,132.518,21522704,3984,1.842,4.596,100,21522704,3,446,870,98.68,80.612,2.327,0.43,0.728,2649,0.003,a
2108,175,4070,3335.63,745.915,1296,6752,80.142,918.003,79.891,917.073,277.369,49,875,64,104,98.408,52.659,83.502,0.665,105.849,13576016,3232,0.834,1.843,100,13576016,3,69,979,67.797,63.074,1.869,0.535,0.945,2649,0.003,a
2109,176,4108,3336.779,739.675,1136,8336,429.332,923.88,429.879,922.902,259.308,388,875,69,100,87.027,60.102,89.21,0.768,100.08,13707488,3232,1.601,7.536,100,13707488,3,438,975,87.709,69.0,1.448,0.691,0.949,2649,0.003,a
2110,177,3209,3284.542,444.112,1968,5216,620.756,916.485,620.359,916.675,228.068,587,875,76,82,67.263,60.744,129.569,0.775,82.608,10540096,3280,0.45,0.643,100,10540096,3,608,875,96.953,59.917,1.107,0.903,0.97,2649,0.003,a
2111,178,3683,4070.755,792.211,1168,10192,722.725,920.933,722.934,921.221,231.181,689,881,72,76,73.08,64.167,105.466,0.866,77.666,14992592,4048,0.648,5.781,100,14992592,3,697,898,145.491,63.504,1.139,0.878,0.964,2649,0.003,a
2112,179,4833,3367.753,771.668,1168,6704,927.765,950.947,927.075,948.524,298.192,894,894,67,115,111.176,55.35,113.181,0.683,122.197,16276352,3360,-0.011,0.113,100,16276352,3,905,895,111.105,65.676,2.009,0.498,0.898,2649,0.003,a
2113,180,2653,4888.214,1040.475,2544,10240,513.515,941.972,513.819,940.635,226.938,488,896,51,86,93.673,36.06,75.229,0.647,93.622,12968432,4752,1.112,2.328,100,12968432,3,488,982,66.721,37.129,2.598,0.385,0.915,2649,0.003,a
2114,181,4409,3483.881,1086.592,1200,9056,855.452,938.97,852.842,939.501,253.063,810,899,86,75,82.592,67.969,7.496,0.865,89.538,15360432,3232,1.253,2.304,100,15360432,3,810,950,20.256,68.621,1.215,0.823,0.95,2649,0.003,a
2115,182,3475,3016.836,570.133,976,6032,1023.556,929.491,1023.057,929.02,257.713,970,900,90,75,91.157,48.537,136.358,0.657,100.125,10483504,2976,0.571,1.788,100,10483504,3,970,906,140.268,54.84,1.878,0.532,0.924,2649,0.003,a
2116,183,4527,3800.189,903.727,1184,7664,364.92,944.8,364.668,943.841,256.729,327,903,81,83,81.047,71.119,128.05,0.863,85.913,17203456,3744,0.181,1.733,100,17203456,3,340,907,140.194,73.025,1.14,0.877,0.95,2649,0.003,a
2117,184,1524,4826.719,822.898,2176,8416,541.335,950.57,541.285,949.944,174.846,527,910,34,76,68.284,28.417,85.603,0.626,76.531,7355920,4672,0.522,2.025,100,7355920,3,532,986,83.246,32.709,2.403,0.416,0.956,2649,0.003,a
2118,185,4321,2743.724,628.776,944,5120,994.432,965.022,993.635,966.173,293.477,960,911,78,99,91.511,60.12,128.43,0.63,112.77,11855632,2656,0.143,0.237,100,11855632,3,972,911,118.61,73.043,1.522,0.657,0.863,2649,0.003,a
2119,186,2466,5586.667,1552.556,2272,10576,583.331,943.174,586.888,946.427,220.216,546,914,75,67,87.953,35.699,138.622,0.639,91.608,13776720,5472,0.55,-0.236,100,13776720,3,546,914,143.881,42.309,2.464,0.406,0.897,2649,0.003,a
2120,187,2825,3869.072,676.122,2416,7568,659.895,947.536,658.608,948.613,213.532,619,917,76,65,80.083,44.915,35.858,0.779,82.201,10930128,3792,1.187,3.09,100,10930128,3,622,966,36.591,44.388,1.783,0.561,0.951,2649,0.003,a
2121,188,3132,4346.268,1295.343,1248,7584,201.111,952.894,200.755,953.097,245.79,158,924,87,54,93.329,42.728,13.732,0.651,93.52,13612512,4656,-0.557,-0.313,100,13612512,3,160,969,24.647,45.816,2.184,0.458,0.869,2649,0.003,a
2122,189,6378,2956.726,806.424,1008,7728,279.758,974.483,281.681,975.584,341.97,223,928,122,88,118.446,68.561,14.344,0.685,122.409,18858000,2880,1.433,6.307,100,18858000,3,223,981,175.314,73.539,1.728,0.579,0.894,2649,0.003,a
2123,190,3352,3846.993,829.025,1808,9344,737.897,986.243,737.432,984.448,238.936,712,942,50,81,83.122,51.345,81.541,0.738,92.282,12895120,3776,2.092,9.06,100,12895120,3,716,1023,60.101,48.565,1.619,0.618,0.951,2649,0.003,a
2124,191,1692,4205.333,463.985,2816,5824,772.937,991.404,773.034,990.491,199.814,760,943,33,80,79.901,26.962,99.198,0.533,85.44,7115424,4208,0.136,0.1,100,7115424,3,763,943,110.556,32.169,2.963,0.337,0.964,2649,0.003,a
2125,192,2309,3817.306,874.572,1104,7488,799.989,976.772,799.295,978.663,218.113,770,946,58,77,68.005,43.231,99.94,0.61,81.597,8814160,3872,-0.424,1.309,100,8814160,3,770,946,109.323,48.826,1.573,0.636,0.899,2649,0.003,a
2126,193,2490,4265.112,1006.328,1936,9184,689.389,981.189,689.829,979.88,193.662,657,946,57,63,61.521,51.533,65.136,0.834,64.382,10620128,4096,1.144,2.533,100,10620128,3,667,1002,43.112,56.077,1.194,0.838,0.957,2649,0.003,a
2127,194,1556,5149.481,921.383,3632,10864,564.298,978.071,564.413,978.182,172.611,532,955,68,49,63.134,31.38,30.227,0.656,68.593,8012592,4944,1.335,3.378,100,8012592,3,532,987,7.539,37.208,2.012,0.497,0.867,2649,0.003,a
2128,195,3946,2969.241,622.019,1168,5008,895.693,997.554,895.355,997.994,267.23,848,961,100,62,94.353,53.249,157.233,0.694,110.073,11716624,2800,0.822,0.25,100,11716624,3,848,975,155.298,62.0,1.772,0.564,0.946,2649,0.003,a
2129,196,4548,3502.952,915.807,1136,6800,415.606,999.518,419.612,999.088,283.256,362,963,109,60,100.28,57.745,176.962,0.712,109.073,15931424,3344,0.695,0.695,100,15931424,3,362,1018,177.898,60.0,1.737,0.576,0.979,2649,0.003,a
2130,197,1774,6638.864,1380.01,3520,10800,640.679,993.859,639.118,992.673,177.308,608,967,62,56,69.027,32.723,139.455,0.709,69.405,11777344,6464,0.457,-0.383,100,11777344,3,621,967,126.209,34.986,2.109,0.474,0.903,2649,0.003,a
2131,198,2209,3589.454,759.292,2224,6832,835.041,1002.423,836.36,1002.245,203.128,798,967,66,56,56.987,49.355,34.213,0.673,68.622,7929104,3520,0.634,0.257,100,7929104,3,798,1023,43.229,56.0,1.155,0.866,0.92,2649,0.003,a
2132,199,2781,5272.262,1413.004,2512,9968,507.36,1004.196,509.938,1003.838,215.634,467,979,82,44,79.87,44.333,177.454,0.752,85.165,14662160,4928,0.809,0.047,100,14662160,3,467,1000,164.332,44.0,1.802,0.555,0.964,2649,0.003,a
2133,200,1745,5652.603,1393.729,3264,10896,577.611,1003.126,577.658,1003.613,172.242,545,979,63,44,65.713,33.811,31.49,0.739,70.214,9863792,5328,0.964,0.474,100,9863792,3,550,1023,35.727,38.294,1.944,0.515,0.957,2649,0.003,a
2134,201,1154,7327.903,802.131,5936,9584,616.653,1010.731,617.222,1010.806,150.543,590,987,57,36,48.459,30.321,169.517,0.64,57.009,8456400,7120,0.717,-0.34,100,8456400,3,590,1022,178.995,36.0,1.598,0.626,0.977,2649,0.003,a
2135,202,1889,2809.436,629.477,1040,4288,47.168,1012.038,47.691,1012.482,236.242,0,991,101,32,92.416,26.025,180.0,0.425,102.108,5307024,2976,-0.998,0.549,100,5307024,3,0,1005,171.552,32.0,3.551,0.282,0.798,2649,0.003,a
2136,1,182,2861.275,209.763,2480,3520,123.198,3.863,123.462,3.845,59.03,110,0,26,9,25.192,9.199,179.765,0.656,26.077,520752,2816,1.274,1.533,100,520752,3,110,1,175.601,9.0,2.739,0.365,0.971,2652,0.003,n
2137,2,194,3709.113,230.032,3248,4320,174.423,4.335,174.685,4.432,58.017,161,0,26,10,24.237,10.191,179.207,0.724,26.0,719568,3680,0.438,-0.608,100,719568,3,161,2,0.0,10.0,2.378,0.42,0.972,2652,0.003,n
2138,3,533,6031.94,353.669,5248,6960,1114.937,8.326,1114.879,8.475,91.628,1098,0,36,19,36.197,18.748,10.551,0.798,37.336,3215024,6000,0.306,-0.575,100,3215024,3,1099,14,20.376,19.0,1.931,0.518,0.982,2652,0.003,n
2139,4,1101,4494.634,677.879,3456,6256,281.919,22.478,282.941,23.098,118.961,263,4,38,37,39.388,35.59,145.78,0.978,40.46,4948592,4368,0.561,-0.777,100,4948592,3,266,10,140.013,35.777,1.107,0.904,0.98,2652,0.003,n
2140,5,923,4934.986,621.177,3600,6512,924.684,34.147,924.135,34.735,108.86,907,18,36,33,37.187,31.602,23.946,0.979,37.696,4554992,4816,0.463,-0.548,100,4554992,3,908,43,21.801,31.752,1.177,0.85,0.983,2652,0.003,n
2141,6,927,3473.364,546.448,2688,5536,238.098,35.915,237.567,36.601,108.934,220,20,36,32,36.36,32.461,165.019,0.982,37.121,3219808,3328,1.326,1.573,100,3219808,3,221,28,152.745,32.0,1.12,0.893,0.983,2652,0.003,n
2142,7,1055,4570.009,496.064,3424,6448,138.498,40.564,139.06,40.863,117.557,118,24,41,32,41.972,32.004,178.004,0.959,41.976,4821360,4656,-0.141,0.002,100,4821360,3,118,46,12.381,32.0,1.311,0.762,0.983,2652,0.003,n
2143,8,1122,3705.055,292.58,3120,4736,365.822,43.755,366.118,43.305,121.363,344,27,43,34,43.421,32.9,16.709,0.957,44.147,4157072,3680,0.616,-0.002,100,4157072,3,344,49,13.092,33.47,1.32,0.758,0.984,2652,0.003,n
2144,9,858,3145.753,658.082,2080,5152,180.185,58.534,178.698,59.714,108.965,162,41,35,35,40.969,26.665,47.583,0.908,41.049,2699056,3024,0.64,-0.521,100,2699056,3,162,70,34.077,26.87,1.536,0.651,0.978,2652,0.003,n
2145,10,786,4794.178,551.214,3792,6832,1099.686,59.478,1099.914,59.953,100.877,1082,44,34,31,34.62,28.907,153.626,0.971,35.468,3768224,4656,1.145,1.026,100,3768224,3,1083,53,158.499,29.069,1.198,0.835,0.977,2652,0.003,n
2146,11,889,3688.027,452.43,2880,5168,470.548,69.308,470.891,69.906,107.642,455,51,30,37,38.129,29.687,107.038,0.964,38.484,3278656,3616,0.666,-0.055,100,3278656,3,463,52,114.567,30.0,1.284,0.779,0.983,2652,0.003,n
2147,12,921,4115.596,451.561,3280,5600,884.237,69.308,884.693,69.75,109.906,869,51,31,38,37.299,31.439,89.858,0.958,38.833,3790464,3968,0.843,-0.063,100,3790464,3,879,89,78.111,31.0,1.186,0.843,0.981,2652,0.003,n
2148,13,564,8604.057,1131.088,5648,10352,398.663,65.074,399.353,65.152,84.765,384,52,28,26,28.126,25.532,21.251,0.986,28.862,4852688,8752,-0.548,-0.435,100,4852688,3,384,67,14.036,25.931,1.102,0.908,0.977,2652,0.003,n
